id,garment_id,split,source_row,gender,category,type,brand,colors,size,cut,pattern,material,season,trend,usage,price,condition,pilling,holes,stains,smell,timestamp,station,period,productDisplayName,articleType,baseColour,image_path
train-4625,4625,train,4163,Women,Ladies,Sweater,Not in the list,Multicolor / Red / Pink / Black,,C-collar,Striped,100% Cott,All,,Recycle,<50,3,5,,,,2023_02_10_08_01_03,station1,feb2023,Sweater,Sweater,Multicolor / Red / Pink / Black,data/second_hand_clothing/images/train-4625.webp
train-4626,4626,train,4164,Men,Men,Shirt,Not in the list,Grey / Beige / White,,Tight,Checkered print,88% Cott 12% Cont?,All,,Reuse,50-100,5,5,,,,2023_02_10_08_05_05,station1,feb2023,Shirt,Shirt,Grey / Beige / White,data/second_hand_clothing/images/train-4626.webp
train-4627,4627,train,4165,Men,Men,Sweater,Not in the list,Blue,,C-collar,,77% Wool 23% Acry,All,,Reuse,50-100,5,5,,,,2023_02_10_08_10_07,station1,feb2023,Sweater,Sweater,Blue,data/second_hand_clothing/images/train-4627.webp
train-4628,4628,train,4166,Women,Ladies,Blouse,Not in the list,White,M,V-collar,Embroidered,100% Cott,All,,Reuse,50-100,5,5,,,,2023_02_10_08_13_39,station1,feb2023,Blouse,Blouse,White,data/second_hand_clothing/images/train-4628.webp
train-4629,4629,train,4167,Women,Ladies,T-shirt,Soya/Soyaconcept,Green,M,V-collar,,100% Cott,All,,Recycle,<50,2,5,,Minor,,2023_02_10_08_16_09,station1,feb2023,Soya/Soyaconcept T-shirt,T-shirt,Green,data/second_hand_clothing/images/train-4629.webp
train-4631,4631,train,4169,Men,Men,Cardigan,Not in the list,Green,L,v-collar,Embroidered,54% Cott 46% Poly,All,80s,Export,<50,2,4,,Minor,,2023_02_10_08_29_24,station1,feb2023,Cardigan,Cardigan,Green,data/second_hand_clothing/images/train-4631.webp
train-4632,4632,train,4170,Women,Ladies,Blouse,Not in the list,White / Blue,M,V-collar,Embroidered,100% Cott,All,,Reuse,50-100,5,5,,,,2023_02_10_08_33_53,station1,feb2023,Blouse,Blouse,White / Blue,data/second_hand_clothing/images/train-4632.webp
train-4633,4633,train,4171,Women,Ladies,Blouse,Cream,Grey,XL,C-collar,Transparent,Not applicable,All,,Export,<50,3,5,,Minor,,2023_02_10_08_38_03,station1,feb2023,Cream Blouse,Blouse,Grey,data/second_hand_clothing/images/train-4633.webp
train-4635,4635,train,4172,Men,Men,Trousers,Batistini (Dressman),Black,50,Regular,,100%wool,Autumn,,Export,<50,3,4,,Major,,2023_02_11_08_02_10,station1,feb2023,Batistini (Dressman) Trousers,Trousers,Black,data/second_hand_clothing/images/train-4635.webp
train-4636,4636,train,4173,Men,Men,Sweater,Not in the list,Blue,S,C-collar,Logo print,100%cotton,Autumn,,Export,<50,1,4,Minor,Minor,Minor,2023_02_11_08_05_56,station1,feb2023,Sweater,Sweater,Blue,data/second_hand_clothing/images/train-4636.webp
train-4637,4637,train,4174,Women,Ladies,Dress,Not in the list,Black,,C-collar,,100%silk,Summer,,Export,100-150,5,5,,,Minor,2023_02_11_08_14_46,station1,feb2023,Dress,Dress,Black,data/second_hand_clothing/images/train-4637.webp
train-4638,4638,train,4175,Women,Ladies,Outerwear,Not in the list,Black,M,Regular,Logo print,100%polyester,Autumn,,Export,50-100,2,4,,Major,Major,2023_02_11_08_17_31,station1,feb2023,Outerwear,Outerwear,Black,data/second_hand_clothing/images/train-4638.webp
train-4639,4639,train,4176,Women,Ladies,Blouse,Bikbok,Black / White,XS,C-collar,Checkered print,100%cotton,Spring,,Export,<50,3,5,,Major,Minor,2023_02_11_08_25_05,station1,feb2023,Bikbok Blouse,Blouse,Black / White,data/second_hand_clothing/images/train-4639.webp
train-4640,4640,train,4177,Men,Men,Training top,Nike,Black / White,,C-collar,Logo print,100%polyester,Spring,Sports,Export,50-100,2,4,Minor,Minor,Major,2023_02_11_08_27_43,station1,feb2023,Nike Training top,Training top,Black / White,data/second_hand_clothing/images/train-4640.webp
train-4641,4641,train,4178,Women,Ladies,Jacket,Lager 157,Beige,S,Regular,,100%polyester,Autumn,,Export,<50,3,4,,Minor,Major,2023_02_11_08_30_14,station1,feb2023,Lager 157 Jacket,Jacket,Beige,data/second_hand_clothing/images/train-4641.webp
train-4645,4645,train,4182,Men,Men,Sweater,Not in the list,Black / Grey,XXL,C-collar,Striped,100%cotton,Autumn,,Export,<50,2,4,,Major,Minor,2023_02_11_08_52_17,station1,feb2023,Sweater,Sweater,Black / Grey,data/second_hand_clothing/images/train-4645.webp
train-4646,4646,train,4183,Women,Ladies,T-shirt,Samsö,Pink,S,C-collar,,100%cotton,Summer,,Export,<50,4,5,,,Major,2023_02_11_08_56_21,station1,feb2023,Samsö T-shirt,T-shirt,Pink,data/second_hand_clothing/images/train-4646.webp
train-4647,4647,train,4184,Men,Men,Hoodie,H&M,Grey,S,Regular,,100%cotton,Spring,,Export,<50,4,4,,Minor,Major,2023_02_11_08_58_46,station1,feb2023,H&M Hoodie,Hoodie,Grey,data/second_hand_clothing/images/train-4647.webp
train-4649,4649,train,4185,Men,Men,Jeans,Not in the list,Black,,Regular,Logo print,80%cotton 20%elastane,Autumn,Denim,Export,<50,2,3,Major,Major,Minor,2023_02_11_09_34_18,station1,feb2023,Jeans,Jeans,Black,data/second_hand_clothing/images/train-4649.webp
train-4651,4651,train,4187,Men,Men,Outerwear,Mywear (Ica),Multicolor / Brown / Black / White / Grey,XXL,Regular,Checkered print,100%polyester,Autumn,,Reuse,100-150,5,5,,,Minor,2023_02_11_09_41_21,station1,feb2023,Mywear (Ica) Outerwear,Outerwear,Multicolor / Brown / Black / White / Grey,data/second_hand_clothing/images/train-4651.webp
train-4652,4652,train,4188,Women,Ladies,Sweater,Not in the list,Black / Red,L,C-collar,Striped,100%acrylic,Autumn,,Export,<50,3,4,,Minor,Minor,2023_02_13_08_41_36,station1,feb2023,Sweater,Sweater,Black / Red,data/second_hand_clothing/images/train-4652.webp
train-4653,4653,train,4189,Women,Ladies,T-shirt,Not in the list,White,,C-collar,Logo print,70%cotton 30%lin,Spring,,Reuse,50-100,5,5,,,Major,2023_02_13_08_44_27,station1,feb2023,T-shirt,T-shirt,White,data/second_hand_clothing/images/train-4653.webp
train-4654,4654,train,4190,Women,Ladies,Skirt,Not in the list,Black,,Loose,,100%cotton,Summer,,Export,<50,4,4,,Minor,Major,2023_02_13_08_46_28,station1,feb2023,Skirt,Skirt,Black,data/second_hand_clothing/images/train-4654.webp
train-4655,4655,train,4191,Women,Ladies,Blouse,Soya/Soyaconcept,Brown,M,V-collar,,100%cotton,Autumn,,Export,<50,4,4,,Minor,Minor,2023_02_13_08_48_40,station1,feb2023,Soya/Soyaconcept Blouse,Blouse,Brown,data/second_hand_clothing/images/train-4655.webp
train-4657,4657,train,4193,Women,Ladies,Sweater,Lindex,Beige,M,V-collar,,100%acrylic,Spring,,Export,<50,3,4,,,Minor,2023_02_13_08_54_53,station1,feb2023,Lindex Sweater,Sweater,Beige,data/second_hand_clothing/images/train-4657.webp
train-4658,4658,train,4194,Women,Ladies,Blouse,Zara,Multicolor / Pink / Orange / Black,S,V-collar,Striped,100%viscose,Spring,,Reuse,50-100,5,5,,,,2023_02_13_08_58_13,station1,feb2023,Zara Blouse,Blouse,Multicolor / Pink / Orange / Black,data/second_hand_clothing/images/train-4658.webp
train-4659,4659,train,4195,Women,Ladies,Dress,Not in the list,Black,,V-collar,,94%polyester 6%elastane,Autumn,,Reuse,100-150,5,5,,,,2023_02_13_09_00_51,station1,feb2023,Dress,Dress,Black,data/second_hand_clothing/images/train-4659.webp
train-4661,4661,train,4196,Women,Ladies,Sweater,Not in the list,White / Turquoise,S,C-collar,,73%polyester 27%acrylic,Autumn,,Export,50-100,3,5,,Minor,,2023_02_13_09_06_55,station1,feb2023,Sweater,Sweater,White / Turquoise,data/second_hand_clothing/images/train-4661.webp
train-4662,4662,train,4197,Women,Ladies,Sweater,Not in the list,White / Pink,M,C-collar,,100%polyester,Spring,,Export,50-100,4,4,,Minor,Minor,2023_02_13_09_10_24,station1,feb2023,Sweater,Sweater,White / Pink,data/second_hand_clothing/images/train-4662.webp
train-4663,4663,train,4198,Men,Men,T-shirt,Jack And Jones,Multicolor / White / Blue / Grey / Pink / Beige / Black,S,C-collar,Floral print,100%cotton,Summer,,Export,<50,2,4,,Major,,2023_02_13_09_13_26,station1,feb2023,Jack And Jones T-shirt,T-shirt,Multicolor / White / Blue / Grey / Pink / Beige / Black,data/second_hand_clothing/images/train-4663.webp
train-4664,4664,train,4199,Women,Ladies,Sweater,Gina Tricot,Grey,S,C-collar,,73%viscose 27%nylon,Spring,,Export,<50,3,2,,Minor,,2023_02_13_09_15_57,station1,feb2023,Gina Tricot Sweater,Sweater,Grey,data/second_hand_clothing/images/train-4664.webp
train-4665,4665,train,4200,Women,Ladies,T-shirt,H&M,White / Pink,,C-collar,Geometric print,100%cotton,Summer,,Reuse,50-100,4,5,,,,2023_02_13_09_18_12,station1,feb2023,H&M T-shirt,T-shirt,White / Pink,data/second_hand_clothing/images/train-4665.webp
train-4666,4666,train,4201,Women,Ladies,T-shirt,Not in the list,Grey,S,C-collar,,100%cotton,Summer,,Export,<50,4,4,,Minor,Minor,2023_02_13_09_20_29,station1,feb2023,T-shirt,T-shirt,Grey,data/second_hand_clothing/images/train-4666.webp
train-4667,4667,train,4202,Women,Ladies,Robe,Not in the list,Black,38,V-collar,,55%viscose 45%cotton,Autumn,,Export,<50,1,4,,Major,Major,2023_02_13_09_24_24,station1,feb2023,Robe,Robe,Black,data/second_hand_clothing/images/train-4667.webp
train-4668,4668,train,4203,Women,Ladies,Cardigan,Lindex,Blue,M,C-collar,,55%acrylic 45%cotton,Spring,,Export,<50,4,4,,Minor,Major,2023_02_13_09_27_32,station1,feb2023,Lindex Cardigan,Cardigan,Blue,data/second_hand_clothing/images/train-4668.webp
train-4669,4669,train,4204,Women,Ladies,Dress,Na-Kd,White,34,V-collar,Lace,100%polyester,Summer,,Export,50-100,2,4,,Major,Minor,2023_02_13_09_30_29,station1,feb2023,Na-Kd Dress,Dress,White,data/second_hand_clothing/images/train-4669.webp
train-4670,4670,train,4205,Women,Ladies,Blouse,Zara,Multicolor / White / Black / Green / Blue,M,V-collar,Striped,100%polyester,Spring,,Export,<50,3,4,Minor,,Minor,2023_02_13_09_41_47,station1,feb2023,Zara Blouse,Blouse,Multicolor / White / Black / Green / Blue,data/second_hand_clothing/images/train-4670.webp
train-4671,4671,train,4206,Women,Ladies,Blouse,Not in the list,Black,36,C-collar,Floral print,100%polyester,Spring,,Export,<50,2,4,,,Major,2023_02_13_09_45_20,station1,feb2023,Blouse,Blouse,Black,data/second_hand_clothing/images/train-4671.webp
train-4672,4672,train,4207,Women,Ladies,Cardigan,H&M,Grey,,Regular,,63%polyester 34%viscose 3%wool,Autumn,,Export,<50,3,4,,Minor,Major,2023_02_13_09_48_45,station1,feb2023,H&M Cardigan,Cardigan,Grey,data/second_hand_clothing/images/train-4672.webp
train-4673,4673,train,4208,Women,Ladies,Sweater,H&M,Green,S,C-collar,,63%polyester 34%viscose 3%wool,Autumn,,Export,<50,3,3,,Minor,Major,2023_02_13_09_51_01,station1,feb2023,H&M Sweater,Sweater,Green,data/second_hand_clothing/images/train-4673.webp
train-4674,4674,train,4209,Women,Ladies,Rain jacket,Not in the list,Purple,S,Regular,Logo print,100%polyester,Spring,,Reuse,100-150,5,5,,,,2023_02_13_09_53_26,station1,feb2023,Rain jacket,Rain jacket,Purple,data/second_hand_clothing/images/train-4674.webp
train-4675,4675,train,4210,Men,Men,Trousers,Not in the list,Grey,,Regular,,65%polyester 32%viscose 3%elastane,Spring,,Reuse,100-150,5,5,,,,2023_02_13_09_56_03,station1,feb2023,Trousers,Trousers,Grey,data/second_hand_clothing/images/train-4675.webp
train-4676,4676,train,4211,Women,Ladies,Sweater,Not in the list,Pink,S,C-collar,,100%cotton,Spring,,Export,<50,1,4,,Major,,2023_02_13_09_58_03,station1,feb2023,Sweater,Sweater,Pink,data/second_hand_clothing/images/train-4676.webp
train-4677,4677,train,4212,Men,Men,Tights,Not in the list,Blue,S,Regular,,100%polyester,Winter,,Export,<50,2,2,,Major,Major,2023_02_13_11_24_16,station1,feb2023,Tights,Tights,Blue,data/second_hand_clothing/images/train-4677.webp
train-4679,4679,train,4213,Women,Ladies,Robe,Kappahl,Red,,Regular,,60%wool 30%polyester 10%nylon,Winter,,Export,150-250,4,4,,,,2023_02_13_11_29_34,station1,feb2023,Kappahl Robe,Robe,Red,data/second_hand_clothing/images/train-4679.webp
train-4682,4682,train,4215,Women,Ladies,Tank top,Not in the list,Black,S,C-collar,,95%cotton 5%elastane,Summer,,Export,<50,4,4,,,Minor,2023_02_13_11_38_40,station1,feb2023,Tank top,Tank top,Black,data/second_hand_clothing/images/train-4682.webp
train-4683,4683,train,4216,Women,Ladies,Blazer,Not in the list,Beige,44,Regular,,40%wool 30%lama 20%acrylic 10%unknown fibers,Winter,,Reuse,150-250,5,5,,,,2023_02_13_11_43_16,station1,feb2023,Blazer,Blazer,Beige,data/second_hand_clothing/images/train-4683.webp
train-4684,4684,train,4217,Women,Ladies,Skirt,Flash,Blue,42,Regular,Logo print,80%cotton 18%polyester 2%elastane,Summer,Denim,Reuse,50-100,5,5,,,,2023_02_13_11_47_29,station1,feb2023,Flash Skirt,Skirt,Blue,data/second_hand_clothing/images/train-4684.webp
train-4685,4685,train,4218,Women,Ladies,T-shirt,Kappahl,Multicolor / White / Black / Blue / Turquoise / Green,M,C-collar,Striped,100%polyester,Summer,,Export,<50,2,5,,Major,,2023_02_13_11_49_38,station1,feb2023,Kappahl T-shirt,T-shirt,Multicolor / White / Black / Blue / Turquoise / Green,data/second_hand_clothing/images/train-4685.webp
train-4686,4686,train,4219,Women,Ladies,Blouse,Kappahl,White,M,C-collar,Lace,100%cotton,Summer,,Reuse,50-100,5,5,,,,2023_02_13_11_51_36,station1,feb2023,Kappahl Blouse,Blouse,White,data/second_hand_clothing/images/train-4686.webp
train-4687,4687,train,4220,Women,Ladies,Sweater,Not in the list,Black,S,C-collar,,100%cotton,Autumn,,Export,<50,3,4,,Major,Major,2023_02_13_11_53_29,station1,feb2023,Sweater,Sweater,Black,data/second_hand_clothing/images/train-4687.webp
train-4688,4688,train,4221,Women,Ladies,Tank top,Not in the list,Multicolor / Pink / White / Blue / Green / Black,L,C-collar,Floral print,100%polyester,Summer,,Reuse,50-100,5,5,,,,2023_02_13_11_55_27,station1,feb2023,Tank top,Tank top,Multicolor / Pink / White / Blue / Green / Black,data/second_hand_clothing/images/train-4688.webp
train-4690,4690,train,4222,Women,Ladies,Tank top,Flash,Multicolor / Green / Brown / Beige / Black,XL,V-collar,Animal print,100%polyester,Summer,,Reuse,50-100,5,5,,,Major,2023_02_13_12_13_36,station1,feb2023,Flash Tank top,Tank top,Multicolor / Green / Brown / Beige / Black,data/second_hand_clothing/images/train-4690.webp
train-4691,4691,train,4223,Women,Ladies,T-shirt,H&M,Red,M,Cropped,Other,100%cotton,Summer,,Export,<50,2,4,,Major,,2023_02_13_12_15_14,station1,feb2023,H&M T-shirt,T-shirt,Red,data/second_hand_clothing/images/train-4691.webp
train-4692,4692,train,4224,Women,Ladies,Tank top,H&M,White,S,Regular,,100%acrylic,Autumn,,Reuse,100-150,5,5,,,,2023_02_13_12_16_52,station1,feb2023,H&M Tank top,Tank top,White,data/second_hand_clothing/images/train-4692.webp
train-4693,4693,train,4225,Women,Ladies,Blouse,H&M,Pink,XS,Regular,,92%polyester 8%elastane,Spring,,Export,<50,3,4,,Minor,Major,2023_02_13_12_19_10,station1,feb2023,H&M Blouse,Blouse,Pink,data/second_hand_clothing/images/train-4693.webp
train-4696,4696,train,4227,Men,Men,Trousers,Kappahl,Grey,36,Regular,Checkered print,48%polyester 37%viscose 11%polyamide 4%elastane,Spring,,Reuse,100-150,5,5,,,,2023_02_13_12_26_58,station1,feb2023,Kappahl Trousers,Trousers,Grey,data/second_hand_clothing/images/train-4696.webp
train-4697,4697,train,4228,Women,Ladies,Blouse,H&M,White,38,V-collar,,100%polyester,Spring,,Export,<50,3,4,,Minor,Minor,2023_02_13_12_29_44,station1,feb2023,H&M Blouse,Blouse,White,data/second_hand_clothing/images/train-4697.webp
train-4698,4698,train,4229,Women,Ladies,Shorts,H&M,Blue,36,Regular,,100%cotton,Summer,Denim,Export,<50,3,4,,Major,Minor,2023_02_15_10_13_12,station1,feb2023,H&M Shorts,Shorts,Blue,data/second_hand_clothing/images/train-4698.webp
train-4699,4699,train,4230,Men,Men,Sweater,Not in the list,Grey / Black,XL,C-collar,Striped,50%cotton 50%acrylic,Autumn,,Reuse,100-150,5,5,,,,2023_02_15_10_19_32,station1,feb2023,Sweater,Sweater,Grey / Black,data/second_hand_clothing/images/train-4699.webp
train-47,47,train,44,Women,Ladies,Shirt,Not in the list,Black,M,Regular,Transparent,66% viscose 34% nylon,All,,Export,<50,3,5,,Minor,,2023_04_12_13_23_24,station1,apr2023,Shirt,Shirt,Black,data/second_hand_clothing/images/train-47.webp
train-4702,4702,train,4233,Women,Ladies,Dress,Not in the list,Black / Orange,,C-collar,Dots,100%cotton,Summer,,Export,<50,3,4,,Minor,,2023_02_15_10_48_01,station1,feb2023,Dress,Dress,Black / Orange,data/second_hand_clothing/images/train-4702.webp
train-4703,4703,train,4234,Men,Men,T-shirt,Gant,Black,S,C-collar,Logo print,100%cotton,Summer,,Reuse,<50,5,5,,,,2023_02_15_10_53_11,station1,feb2023,Gant T-shirt,T-shirt,Black,data/second_hand_clothing/images/train-4703.webp
train-4705,4705,train,4235,Men,Men,Shirt,Not in the list,Purple,XL,Regular,,100%cotton,Spring,,Reuse,50-100,5,5,,,,2023_02_15_11_47_58,station1,feb2023,Shirt,Shirt,Purple,data/second_hand_clothing/images/train-4705.webp
train-4706,4706,train,4236,Men,Men,Sweater,Not in the list,White / Grey,XL,C-collar,Other,100%cotton,Autumn,,Export,<50,3,3,,Minor,,2023_02_15_11_51_44,station1,feb2023,Sweater,Sweater,White / Grey,data/second_hand_clothing/images/train-4706.webp
train-4708,4708,train,4237,Men,Men,Sweater,Ralph Lauren,White,XXL,V-collar,Logo print,100%acrylic,Spring,,Export,150-250,4,3,,,,2023_02_15_11_57_07,station1,feb2023,Ralph Lauren Sweater,Sweater,White,data/second_hand_clothing/images/train-4708.webp
train-4710,4710,train,4239,Men,Men,Sweater,Not in the list,Red / White,L,C-collar,Logo print,64%cotton 36%polyester,Autumn,,Export,<50,3,3,,Minor,,2023_02_15_12_03_07,station1,feb2023,Sweater,Sweater,Red / White,data/second_hand_clothing/images/train-4710.webp
train-4711,4711,train,4240,Men,Men,T-shirt,Not in the list,White / Black,56,V-collar,Striped,95%cotton 5%elastane,Summer,,Export,<50,4,4,,,,2023_02_15_12_10_59,station1,feb2023,T-shirt,T-shirt,White / Black,data/second_hand_clothing/images/train-4711.webp
train-4712,4712,train,4241,Men,Men,Shirt,Jack And Jones,Blue,M,Regular,,100%cotton,Autumn,,Export,<50,3,5,,,,2023_02_15_12_15_02,station1,feb2023,Jack And Jones Shirt,Shirt,Blue,data/second_hand_clothing/images/train-4712.webp
train-4713,4713,train,4242,Men,Men,Shorts,Not in the list,Blue,36,Long,,100%cotton,Summer,Denim,Export,<50,3,3,,,,2023_02_15_12_19_51,station1,feb2023,Shorts,Shorts,Blue,data/second_hand_clothing/images/train-4713.webp
train-4715,4715,train,4244,Men,Men,Sweater,Dressman,Orange,S,C-collar,,100% cotton,All,,Export,<50,3,3,,,,2023_02_17_07_06_33,station1,feb2023,Dressman Sweater,Sweater,Orange,data/second_hand_clothing/images/train-4715.webp
train-4720,4720,train,4249,Women,Ladies,Skirt,Missing,White,XL,,Embroidered,100% cotton,Summer,,Export,<50,4,5,,Minor,,2023_02_17_07_30_44,station1,feb2023,Skirt,Skirt,White,data/second_hand_clothing/images/train-4720.webp
train-4722,4722,train,4251,Women,Ladies,Tunic,Indiska,White / Black / Green,XL,C-collar,Floral print,100% cotton,,,Export,<50,3,5,,,,2023_02_17_07_40_47,station1,feb2023,Indiska Tunic,Tunic,White / Black / Green,data/second_hand_clothing/images/train-4722.webp
train-4724,4724,train,4252,Women,Ladies,Dress,Missing,Blue / Purple / Black / Multicolor,,Loose,Other,100% cotton,,,Export,<50,3,5,,,,2023_02_17_07_47_59,station1,feb2023,Dress,Dress,Blue / Purple / Black / Multicolor,data/second_hand_clothing/images/train-4724.webp
train-4725,4725,train,4253,Women,Ladies,Training top,Not in the list,Black / White,,C-collar,,100% nylon,,Sports,Reuse,50-100,5,5,,,,2023_02_17_07_54_45,station1,feb2023,Training top,Training top,Black / White,data/second_hand_clothing/images/train-4725.webp
train-4726,4726,train,4254,Women,Ladies,Top,Not in the list,White / Blue,XL,C-collar,Striped,100% cotton,,,Export,50-100,3,5,,Minor,,2023_02_17_07_58_35,station1,feb2023,Top,Top,White / Blue,data/second_hand_clothing/images/train-4726.webp
train-4728,4728,train,4255,Women,Ladies,Tights,Mywear (Ica),Black,XL,,,100% polyester,,,Reuse,50-100,5,5,,,,2023_02_17_08_04_51,station1,feb2023,Mywear (Ica) Tights,Tights,Black,data/second_hand_clothing/images/train-4728.webp
train-4729,4729,train,4256,Women,Ladies,Top,Missing,Black / White,,C-collar,Striped,100% cotton,,,Export,<50,3,5,,,,2023_02_17_08_08_17,station1,feb2023,Top,Top,Black / White,data/second_hand_clothing/images/train-4729.webp
